"WorkerID","TrialName","AgeCategory","Hands","TrialOrder","NPlacements","LastPlace","FirstPlace","SuccessByOnline","Success","AvgAbsYOffset","FirstYOffset","AvgAbsXOffset","FirstXOffset","AvgTimeDiff","TookABreak","Age","MedianMotorErr","MedianMotorRT","Gender","IQ_BPVS","IQ_Ravens","AttToCorCluster","AttInCorCluster","AttToFinCluster","AttInFinCluster","NClust_ToCor_Cluster","Transition"
"OA12","Gap","adult","1h",0,2,33.307,11.327,TRUE,TRUE,48.960000991821,51.120002746582,0,0,21.98,FALSE,37,3.15527999219579,2.334,"Male",NA,NA,1,1,1,1,2,1
"OA12","GoalMove","adult","1h",9,4,35.952,8.982,TRUE,TRUE,96.6461760002831,83.2012998543549,325.041769259057,163.629223046898,8.99,FALSE,37,3.15527999219579,2.334,"Male",NA,NA,1,3,1,3,2,0.333333333333333
"OA12","Remove","adult","1h",1,1,26.634,26.634,TRUE,TRUE,34.879997253418,34.879997253418,33,33,NA,FALSE,37,3.15527999219579,2.334,"Male",NA,NA,0,1,0,1,1,0
"OA12","SeeSaw","adult","1h",14,3,39.155,11.495,TRUE,TRUE,43,42,0,0,13.83,FALSE,37,3.15527999219579,2.334,"Male",NA,NA,0,3,0,3,1,0
"OA12","TableCreative","adult","1h",5,2,31.871,16.643,TRUE,TRUE,35,21,0,0,15.228,FALSE,37,3.15527999219579,2.334,"Male",NA,NA,1,1,1,1,2,1
"OA12","Trap","adult","1h",6,3,38.259,11.351,TRUE,TRUE,75.692681551849,151.078044655547,6.15728264888412,15.4718479466524,13.454,FALSE,37,3.15527999219579,2.334,"Male",NA,NA,2,1,2,1,3,1
"OA12","Unbox","adult","1h",2,1,9.597,9.597,TRUE,TRUE,299.879997253418,299.879997253418,0,0,NA,FALSE,37,3.15527999219579,2.334,"Male",NA,NA,0,1,0,1,1,0
"OA14","Balance","adult","1h",2,16,267.467,18.737,TRUE,TRUE,103.713198152444,35.4111704391064,13.6688973546359,50.7023576741751,16.582,FALSE,64,12.5718733776032,1.023,"Male",NA,NA,15,1,15,1,7,0.466666666666667
"OA14","BalanceUnder","adult","1h",4,5,90.551,19.03,TRUE,TRUE,110.6,303,0,0,17.88025,FALSE,64,12.5718733776032,1.023,"Male",NA,NA,3,2,3,2,4,0.75
"OA14","Basic","adult","1h",13,3,36.333,8.297,TRUE,TRUE,122.145896051292,129.496494624763,31.9664111266322,34.1726860815347,14.018,FALSE,64,12.5718733776032,1.023,"Male",NA,NA,0,3,0,3,1,0
"OA14","Bridge","adult","1h",11,3,46.142,9.361,TRUE,TRUE,84.0099128175026,96.0297384525078,2.01864315065332,6.05592945195997,18.3905,FALSE,64,12.5718733776032,1.023,"Male",NA,NA,2,1,2,1,3,1
"OA14","Catapult","adult","1h",3,1,13.521,13.521,TRUE,TRUE,271,271,0,0,NA,FALSE,64,12.5718733776032,1.023,"Male",NA,NA,0,1,0,1,1,0
"OA14","FallAlt","adult","1h",10,3,43.815,23.467,TRUE,TRUE,46.6666666666667,47,0,0,10.174,FALSE,64,12.5718733776032,1.023,"Male",NA,NA,0,3,0,3,1,0
"OA14","Falling_A","adult","1h",12,1,15.371,15.371,TRUE,TRUE,112,112,0,0,NA,FALSE,64,12.5718733776032,1.023,"Male",NA,NA,0,1,0,1,1,0
"OA14","Gap","adult","1h",0,7,288.253,21.708,TRUE,FALSE,34.2016415108203,47.0946991363781,12.744393478143,5.31714345088139,44.4241666666667,FALSE,64,12.5718733776032,1.023,"Male",NA,NA,2,3,6,1,3,0.833333333333333
"OA14","Remove","adult","1h",6,5,102.418,16.238,TRUE,TRUE,95.0210189953954,118,57.1579390361703,16,21.545,FALSE,64,12.5718733776032,1.023,"Male",NA,NA,1,3,4,1,4,0.75
"OA14","SeeSaw","adult","1h",15,4,61.98,13.371,TRUE,TRUE,77.25,140,0,0,16.203,FALSE,64,12.5718733776032,1.023,"Male",NA,NA,2,2,2,2,3,0.666666666666667
"OA14","Trap","adult","1h",8,1,11.775,11.775,TRUE,TRUE,86,86,0,0,NA,FALSE,64,12.5718733776032,1.023,"Male",NA,NA,0,1,0,1,1,0
"OA14","Unbox","adult","1h",14,2,19.068,10.423,TRUE,TRUE,177.5,176,0,0,8.645,FALSE,64,12.5718733776032,1.023,"Male",NA,NA,0,2,0,2,1,0
"OA18","BalanceUnder","adult","1h",11,5,71.703,20.146,TRUE,FALSE,93.4,136,2.2,0,12.88925,FALSE,57,2.59264030340986,2.1175,NA,NA,NA,3,2,3,2,2,0.25
"OA18","Basic","adult","1h",0,2,54.425,27.575,TRUE,TRUE,6.79967424869901,8.08413408374292,12.4880427382,10.9373578780051,26.85,FALSE,57,2.59264030340986,2.1175,NA,NA,NA,0,2,0,2,1,0
"OA18","Bridge","adult","1h",14,1,21.931,21.931,TRUE,TRUE,53,53,0,0,NA,FALSE,57,2.59264030340986,2.1175,NA,NA,NA,0,1,0,1,1,0
"OA18","Catapult","adult","1h",5,12,278.412,36.629,TRUE,TRUE,100.833333333333,57,14.8333333333333,32,21.9802727272727,FALSE,57,2.59264030340986,2.1175,NA,NA,NA,11,1,11,1,6,0.454545454545455
"OA18","FallAlt","adult","1h",15,5,65.031,17.998,TRUE,TRUE,52.4,43,0,0,11.75825,FALSE,57,2.59264030340986,2.1175,NA,NA,NA,0,5,0,5,1,0
"OA18","Falling_A","adult","1h",9,8,139.428,19.77,TRUE,TRUE,140.625,247,4.375,0,17.094,FALSE,57,2.59264030340986,2.1175,NA,NA,NA,7,1,7,1,6,0.714285714285714
"OA18","Gap","adult","1h",7,2,38.273,24.924,TRUE,TRUE,42,43,0,0,13.349,FALSE,57,2.59264030340986,2.1175,NA,NA,NA,0,2,0,2,1,0
"OA18","GoalMove","adult","1h",6,8,145.069,22.037,TRUE,TRUE,95.5065262199718,82.007168839854,17.7968442463889,2.53630419092332,17.576,FALSE,57,2.59264030340986,2.1175,NA,NA,NA,6,2,6,2,4,0.571428571428571
"OA18","Remove","adult","1h",1,10,279.39,31.006,TRUE,FALSE,30.6110636471317,30.110636471317,13.7516595470698,4.51659547069755,27.5982222222222,FALSE,57,2.59264030340986,2.1175,NA,NA,NA,1,6,5,4,3,0.428571428571429
"OA18","SeeSaw","adult","1h",13,3,42.333,15.045,TRUE,TRUE,37,44,0,0,13.644,FALSE,57,2.59264030340986,2.1175,NA,NA,NA,0,3,0,3,1,0
"OA18","TableCreative","adult","1h",4,12,419.838,20.585,TRUE,TRUE,35.5833333333333,106,5.5,0,36.2957272727273,FALSE,57,2.59264030340986,2.1175,NA,NA,NA,11,1,11,1,5,0.363636363636364
"OA18","Trap","adult","1h",12,1,11.307,11.307,TRUE,TRUE,43,43,0,0,NA,FALSE,57,2.59264030340986,2.1175,NA,NA,NA,0,1,0,1,1,0
"OA18","Unbox","adult","1h",10,1,19.303,19.303,TRUE,TRUE,79,79,0,0,NA,FALSE,57,2.59264030340986,2.1175,NA,NA,NA,0,1,0,1,1,0
"OA19","BalanceUnder","adult","1h",3,3,39.816,18.221,TRUE,TRUE,28.6666666666667,36,0,0,10.7975,FALSE,25,2.76511319496915,1.389,"Male",NA,NA,0,3,0,3,1,0
"OA19","Basic","adult","1h",6,4,56.939,21.518,TRUE,TRUE,38.573408693476,28.0925352602195,94.2427564128158,219.121775029712,11.807,FALSE,25,2.76511319496915,1.389,"Male",NA,NA,1,2,3,1,2,1
"OA19","Bridge","adult","1h",4,4,60.247,18.965,TRUE,TRUE,89.75,165,0.25,0,13.7606666666667,FALSE,25,2.76511319496915,1.389,"Male",NA,NA,3,1,3,1,4,0.666666666666667
"OA19","Catapult","adult","1h",9,5,44.521,11.571,TRUE,TRUE,433.6,418,22.8,52,8.2375,FALSE,25,2.76511319496915,1.389,"Male",NA,NA,0,5,0,5,1,0
"OA19","FallAlt","adult","1h",1,10,111.514,12.916,TRUE,TRUE,45.0211453605702,47,3.45747740172401,0,10.9553333333333,FALSE,25,2.76511319496915,1.389,"Male",NA,NA,0,8,7,3,2,0.222222222222222
"OA19","Falling_A","adult","1h",0,2,40.439,14.003,TRUE,TRUE,52.5,66,0,0,26.436,FALSE,25,2.76511319496915,1.389,"Male",NA,NA,1,1,1,1,2,1
"OA19","Gap","adult","1h",14,1,10.204,10.204,TRUE,TRUE,56,56,1,1,NA,FALSE,25,2.76511319496915,1.389,"Male",NA,NA,0,1,0,1,1,0
"OA19","Remove","adult","1h",11,2,37.221,11.024,TRUE,TRUE,6.3418973634698,12.6837947269396,38.6359689265732,53.2719378531463,26.197,FALSE,25,2.76511319496915,1.389,"Male",NA,NA,1,1,1,1,2,1
"OA19","SeeSaw","adult","1h",15,4,44.874,13.615,TRUE,TRUE,45.75,45,0,0,10.4196666666667,FALSE,25,2.76511319496915,1.389,"Male",NA,NA,0,4,0,4,1,0
"OA19","Trap","adult","1h",2,5,84.406,15.625,TRUE,TRUE,41.1102189239845,54.3877094444421,4.96391428956674,12.6116427697257,17.19525,FALSE,25,2.76511319496915,1.389,"Male",NA,NA,4,1,4,1,4,0.75
"OA22","Balance","adult","1h",9,15,103.569,12.607,TRUE,TRUE,75.1722327090417,37.9384231073943,10.9573480576892,50.0464304820947,6.49728571428571,FALSE,28,1.65380134826554,2.2755,"Female",NA,NA,9,3,14,1,7,0.642857142857143
"OA22","BalanceUnder","adult","1h",15,2,16.59,11.624,TRUE,TRUE,39,6,17,34,4.966,FALSE,28,1.65380134826554,2.2755,"Female",NA,NA,1,1,1,1,2,1
"OA22","Basic","adult","1h",13,1,8.53,8.53,TRUE,TRUE,249.03869701695,249.03869701695,17.9232395580381,17.9232395580381,NA,FALSE,28,1.65380134826554,2.2755,"Female",NA,NA,0,1,0,1,1,0
"OA22","Bridge","adult","1h",1,4,62.966,27.751,TRUE,TRUE,44.75,46,0.25,0,11.7383333333333,FALSE,28,1.65380134826554,2.2755,"Female",NA,NA,1,3,1,3,2,0.333333333333333
"OA22","Catapult","adult","1h",14,2,17.001,8.8,TRUE,TRUE,204,135,11,22,8.201,FALSE,28,1.65380134826554,2.2755,"Female",NA,NA,1,1,1,1,2,1
"OA22","FallAlt","adult","1h",5,9,48.011,8.246,TRUE,TRUE,45.1111111111111,35,0,0,4.970625,FALSE,28,1.65380134826554,2.2755,"Female",NA,NA,0,9,0,9,1,0
"OA22","Falling_A","adult","1h",2,1,17.177,17.177,TRUE,TRUE,129,129,0,0,NA,FALSE,28,1.65380134826554,2.2755,"Female",NA,NA,0,1,0,1,1,0
"OA22","Gap","adult","1h",10,1,11.718,11.718,TRUE,TRUE,38,38,0,0,NA,FALSE,28,1.65380134826554,2.2755,"Female",NA,NA,0,1,0,1,1,0
"OA22","Remove","adult","1h",7,1,10.286,10.286,TRUE,TRUE,46,46,28,28,NA,FALSE,28,1.65380134826554,2.2755,"Female",NA,NA,0,1,0,1,1,0
"OA22","SeeSaw","adult","1h",0,11,148.306,42.353,TRUE,TRUE,81.2922097468064,95.1679917762756,42.349655153304,12.4132163186446,10.5953,FALSE,28,1.65380134826554,2.2755,"Female",NA,NA,8,3,8,3,7,0.4
"OA22","TableCreative","adult","1h",11,7,61.489,19.109,TRUE,TRUE,38.6337834699267,41,13.4920121690185,0,7.06333333333333,FALSE,28,1.65380134826554,2.2755,"Female",NA,NA,0,4,4,3,4,0.5
"OA22","Unbox","adult","1h",12,5,40.264,10.409,TRUE,TRUE,70.1756770666054,6.8783853330271,7.66568221304549,32.3284110652275,7.46375,FALSE,28,1.65380134826554,2.2755,"Female",NA,NA,1,3,3,2,3,0.75
"OA23","BalanceUnder","adult","1h",6,4,44.322,8.587,TRUE,TRUE,32,37.75,0,0,11.9116666666667,FALSE,55,4.60137013822566,1.572,"Female",NA,NA,0,2,3,1,2,0.666666666666667
"OA23","Basic","adult","1h",15,1,12.954,12.954,TRUE,TRUE,3.72204195785758,3.72204195785758,18.0587961659017,18.0587961659017,NA,FALSE,55,4.60137013822566,1.572,"Female",NA,NA,0,1,0,1,1,0
"OA23","FallAlt","adult","1h",2,5,84.101,15.357,TRUE,TRUE,23.3876765602115,1.93838280105757,7.1543947020852,35.771973510426,17.186,FALSE,55,4.60137013822566,1.572,"Female",NA,NA,1,4,1,4,2,0.25
"OA23","Falling_A","adult","1h",11,3,33.358,11.313,TRUE,TRUE,97.9166666666667,175.75,51.0833333333333,153.25,11.0225,FALSE,55,4.60137013822566,1.572,"Female",NA,NA,2,1,2,1,3,1
"OA23","Gap","adult","1h",12,3,41.646,13.185,TRUE,TRUE,25.5,0,2.25,6.75,14.2305,FALSE,55,4.60137013822566,1.572,"Female",NA,NA,1,2,1,2,2,0.5
"OA23","Unbox","adult","1h",14,5,58.437,11.571,TRUE,TRUE,159.15,63.75,0,0,11.7165,FALSE,55,4.60137013822566,1.572,"Female",NA,NA,3,2,3,2,4,0.5
"OA25","Balance","adult","1h",8,3,39.209,19.489,TRUE,TRUE,22.6666666666667,18,0,0,9.86,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA,0,3,0,3,1,0
"OA25","BalanceUnder","adult","1h",6,1,14.025,14.025,TRUE,TRUE,29,29,0,0,NA,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA,0,1,0,1,1,0
"OA25","Basic","adult","1h",7,4,87.366,19.359,TRUE,TRUE,268.099859054504,88.1513408810794,77.6363859054604,208.18720931489,22.669,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA,1,3,1,3,2,0.333333333333333
"OA25","Bridge","adult","1h",14,1,20.576,20.576,TRUE,TRUE,62,62,0,0,NA,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA,0,1,0,1,1,0
"OA25","Catapult","adult","1h",12,1,28.271,28.271,TRUE,TRUE,342,342,0,0,NA,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA,0,1,0,1,1,0
"OA25","FallAlt","adult","1h",15,2,41.127,19.711,TRUE,TRUE,70.5,67,0,0,21.416,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA,0,2,0,2,1,0
"OA25","Falling_A","adult","1h",0,1,13.432,13.432,TRUE,TRUE,136,136,0,0,NA,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA,0,1,0,1,1,0
"OA25","Gap","adult","1h",4,2,36.857,24.625,TRUE,TRUE,110,121,0,0,12.232,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA,0,2,0,2,2,0
"OA25","GoalMove","adult","1h",1,8,194.019,22.576,TRUE,TRUE,57.6664736415466,0,252.120084643879,61,24.4918571428571,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA,4,4,4,4,5,0.428571428571429
"OA25","Remove","adult","1h",9,1,23.712,23.712,TRUE,TRUE,11,11,21,21,NA,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA,0,1,0,1,1,0
"OA25","SeeSaw","adult","1h",11,4,90.398,24.926,TRUE,TRUE,44,44,0,0,21.824,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA,0,4,0,4,1,0
"OA25","TableCreative","adult","1h",3,5,99.507,19.988,TRUE,TRUE,81.9747782732195,320,23.0641965154537,0,19.87975,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA,3,2,3,2,4,0.5
"OA25","Trap","adult","1h",5,1,46.742,46.742,TRUE,TRUE,57,57,0,0,NA,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA,0,1,0,1,1,0
"OA25","Unbox","adult","1h",2,1,11.281,11.281,TRUE,TRUE,87,87,3,3,NA,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA,0,1,0,1,1,0
"OA27","BalanceUnder","adult","1h",8,2,30.977,15.865,TRUE,TRUE,29.5,25.714282989502,1.85714244842549,3.71428489685098,15.112,FALSE,68,2.8382665971317,2.108,"Female",NA,NA,1,1,1,1,2,1
"OA27","Basic","adult","1h",6,2,30.758,14.19,TRUE,FALSE,18.3031512564249,15.4864893350439,8.40871119092782,9.46396524062575,16.568,FALSE,68,2.8382665971317,2.108,"Female",NA,NA,0,2,0,2,1,0
"OA27","Bridge","adult","1h",12,3,40.592,12.864,TRUE,TRUE,48.9047609965007,51.285717010498,0.238094965616995,0,13.864,FALSE,68,2.8382665971317,2.108,"Female",NA,NA,1,2,1,2,2,0.5
"OA27","Catapult","adult","1h",3,3,48.767,13.375,TRUE,TRUE,296.952383677165,247.285717010498,8.14285659790067,20.714284896851,17.696,FALSE,68,2.8382665971317,2.108,"Female",NA,NA,2,1,2,1,2,0.5
"OA27","FallAlt","adult","1h",7,6,92.628,15.075,TRUE,TRUE,63.8295629973092,31.4202370338241,12.86662762928,35.9864981024075,15.5106,FALSE,68,2.8382665971317,2.108,"Female",NA,NA,1,4,5,1,3,0.6
"OA27","Gap","adult","1h",15,1,14.189,14.189,TRUE,TRUE,41.285717010498,41.285717010498,1.28571510314902,1.28571510314902,NA,FALSE,68,2.8382665971317,2.108,"Female",NA,NA,0,1,0,1,1,0
"OA27","Remove","adult","1h",10,2,42.299,26.035,TRUE,TRUE,57.17164563413,26.0560535137843,6.20268563374024,10.8654783626855,16.264,FALSE,68,2.8382665971317,2.108,"Female",NA,NA,0,2,0,2,1,0
"OA27","TableCreative","adult","1h",5,8,122.397,9.58,TRUE,FALSE,143.789881393975,397.285717010498,13.7921621931888,5.6843418860808e-14,16.1167142857143,FALSE,68,2.8382665971317,2.108,"Female",NA,NA,5,2,7,1,5,0.857142857142857
"OA27","Trap","adult","1h",14,2,32.912,17.207,TRUE,TRUE,39.785717010498,46.285717010498,0,0,15.705,FALSE,68,2.8382665971317,2.108,"Female",NA,NA,0,2,0,2,1,0
"OA27","Unbox","adult","1h",9,1,9.488,9.488,TRUE,TRUE,369.285717010498,369.285717010498,6.71428489685093,6.71428489685093,NA,FALSE,68,2.8382665971317,2.108,"Female",NA,NA,0,1,0,1,1,0
"OA28","Balance","adult","1h",9,9,68.541,7.129,TRUE,TRUE,95.5555555555556,42,0.666666666666667,0,7.6765,FALSE,42,3.46930379162508,1.053,NA,NA,NA,7,2,7,2,5,0.625
"OA28","Basic","adult","1h",13,3,33.916,15.939,TRUE,TRUE,47.4975941344595,30.7741160115463,19.178699804157,33.025880597757,8.9885,FALSE,42,3.46930379162508,1.053,NA,NA,NA,0,3,0,3,1,0
"OA28","Bridge","adult","1h",6,4,44.475,11.481,TRUE,TRUE,85,74,20.5,1,10.998,FALSE,42,3.46930379162508,1.053,NA,NA,NA,2,2,2,2,3,0.666666666666667
"OA28","FallAlt","adult","1h",5,1,11.035,11.035,TRUE,TRUE,58,58,0,0,NA,FALSE,42,3.46930379162508,1.053,NA,NA,NA,0,1,0,1,1,0
"OA28","Falling_A","adult","1h",14,3,29.109,12.008,TRUE,TRUE,74,47,6.33333333333333,19,8.5505,FALSE,42,3.46930379162508,1.053,NA,NA,NA,2,1,2,1,3,1
"OA28","Gap","adult","1h",0,1,45.505,45.505,TRUE,TRUE,37,37,0,0,NA,FALSE,42,3.46930379162508,1.053,NA,NA,NA,0,1,0,1,1,0
"OA28","Remove","adult","1h",10,2,18.431,8.59,TRUE,TRUE,0,0,33.5,31,9.841,FALSE,42,3.46930379162508,1.053,NA,NA,NA,0,2,0,2,1,0
"OA28","SeeSaw","adult","1h",2,7,83.095,15.534,TRUE,TRUE,43.1428571428571,47,0.571428571428571,4,11.2601666666667,FALSE,42,3.46930379162508,1.053,NA,NA,NA,0,6,3,4,2,0.333333333333333
"OA28","Trap","adult","1h",8,5,57.152,15.282,TRUE,TRUE,34.2,32,13.4,0,10.4675,FALSE,42,3.46930379162508,1.053,NA,NA,NA,3,2,3,2,2,0.25
"OA28","Unbox","adult","1h",15,1,7.135,7.135,TRUE,TRUE,38,38,0,0,NA,FALSE,42,3.46930379162508,1.053,NA,NA,NA,0,1,0,1,1,0
"OA31","BalanceUnder","adult","1h",14,2,20.97,7.182,TRUE,TRUE,81.5,73,0,0,13.788,FALSE,44,7.21326420032245,1.314,"Female",NA,NA,0,2,0,2,1,0
"OA31","Basic","adult","1h",3,2,58.914,40.381,TRUE,TRUE,98.5592729727532,22.065641559375,32.9825539871493,51.2238107628349,18.533,FALSE,44,7.21326420032245,1.314,"Female",NA,NA,1,1,1,1,2,1
"OA31","Catapult","adult","1h",1,4,50.624,12.733,TRUE,TRUE,185.75,295,32.75,34,12.6303333333333,FALSE,44,7.21326420032245,1.314,"Female",NA,NA,0,2,3,1,2,0.666666666666667
"OA31","Gap","adult","1h",4,4,49.537,11.212,TRUE,TRUE,89.6964026871745,22,72.9838751378835,12,12.775,FALSE,44,7.21326420032245,1.314,"Female",NA,NA,2,2,2,2,3,0.666666666666667
"OA31","Trap","adult","1h",13,1,11.524,11.524,TRUE,TRUE,64,64,0,0,NA,FALSE,44,7.21326420032245,1.314,"Female",NA,NA,0,1,0,1,1,0
"OA31","Unbox","adult","1h",7,1,7.279,7.279,TRUE,TRUE,311,311,0,0,NA,FALSE,44,7.21326420032245,1.314,"Female",NA,NA,0,1,0,1,1,0
"OA33","BalanceUnder","adult","1h",11,1,6.717,6.717,TRUE,TRUE,28,28,0,0,NA,FALSE,19,4.13043026342963,1.4405,"Female",NA,NA,0,1,0,1,1,0
"OA33","Basic","adult","1h",2,1,8.055,8.055,TRUE,TRUE,142.26656680271,142.26656680271,27.1846942935114,27.1846942935114,NA,FALSE,19,4.13043026342963,1.4405,"Female",NA,NA,0,1,0,1,1,0
"OA33","Bridge","adult","1h",10,1,10.843,10.843,TRUE,TRUE,57.3299980163574,57.3299980163574,0,0,NA,FALSE,19,4.13043026342963,1.4405,"Female",NA,NA,0,1,0,1,1,0
"OA33","FallAlt","adult","1h",6,4,34.268,11.581,TRUE,TRUE,49.391078475084,3.56431390033612,9.26721614087394,37.0688645634958,7.56233333333333,FALSE,19,4.13043026342963,1.4405,"Female",NA,NA,1,3,1,3,2,0.333333333333333
"OA33","Falling_A","adult","1h",15,2,13.661,7.231,TRUE,TRUE,98.1649990081787,49,10,20,6.43,FALSE,19,4.13043026342963,1.4405,"Female",NA,NA,1,1,1,1,2,1
"OA33","Gap","adult","1h",7,3,42.268,17.238,TRUE,TRUE,36.7523502348389,5.92705268815962,9.43938020706899,28.318140621207,12.515,FALSE,19,4.13043026342963,1.4405,"Female",NA,NA,1,2,1,2,2,0.5
"OA33","GoalMove","adult","1h",1,17,196.426,16.062,TRUE,TRUE,65.9922183291551,47,14.848944249679,79,11.27275,FALSE,19,4.13043026342963,1.4405,"Female",NA,NA,16,1,16,1,6,0.375
"OA33","Remove","adult","1h",4,2,40.764,13.375,TRUE,TRUE,89.8687186017002,11.0674352197574,43.5942586347687,56.1885172695374,27.389,FALSE,19,4.13043026342963,1.4405,"Female",NA,NA,1,1,1,1,2,1
"OA33","SeeSaw","adult","1h",9,7,78.15,5.801,TRUE,TRUE,41.5699991498676,54.3299980163574,38.2857142857143,0,12.0581666666667,FALSE,19,4.13043026342963,1.4405,"Female",NA,NA,0,5,4,3,2,0.333333333333333
"OA33","TableCreative","adult","1h",12,3,41.742,14.918,TRUE,TRUE,21.1099993387858,0,20.3333333333333,48,13.412,FALSE,19,4.13043026342963,1.4405,"Female",NA,NA,0,2,2,1,2,1
"OA33","Trap","adult","1h",8,1,10.356,10.356,TRUE,TRUE,46,46,0,0,NA,FALSE,19,4.13043026342963,1.4405,"Female",NA,NA,0,1,0,1,1,0
"OA33","Unbox","adult","1h",3,3,24.533,10.397,TRUE,TRUE,94.0033353169763,44.670001983643,4,0,7.068,FALSE,19,4.13043026342963,1.4405,"Female",NA,NA,1,2,1,2,2,0.5
"OA36","Balance","adult","1h",5,1,9.904,9.904,TRUE,TRUE,105,105,0,0,NA,FALSE,46,3.198024413029,1.302,"Female",NA,NA,0,1,0,1,1,0
"OA36","BalanceUnder","adult","1h",6,10,105.947,9.678,TRUE,TRUE,101.033335876465,228.333335876465,2,0,10.6965555555556,FALSE,46,3.198024413029,1.302,"Female",NA,NA,7,3,7,3,4,0.333333333333333
"OA36","Basic","adult","1h",3,2,17.098,9.251,TRUE,FALSE,7.87140511434009,3.87867965644037,20.0467227460357,27.1507575950825,7.847,FALSE,46,3.198024413029,1.302,"Female",NA,NA,0,2,0,2,1,0
"OA36","Bridge","adult","1h",14,6,56.608,9.375,TRUE,TRUE,98.8039535404843,76.2266151764432,22.0826633877432,13.4024817892647,9.4466,FALSE,46,3.198024413029,1.302,"Female",NA,NA,5,1,5,1,5,1
"OA36","FallAlt","adult","1h",12,9,87.46,12.846,TRUE,FALSE,56.1631895072316,141.135392576805,6.47502876338028,58.2752588704225,9.32675,FALSE,46,3.198024413029,1.302,"Female",NA,NA,1,8,1,8,2,0.125
"OA36","Gap","adult","1h",9,2,24.357,12.562,TRUE,TRUE,57,75,0,0,11.795,FALSE,46,3.198024413029,1.302,"Female",NA,NA,0,2,0,2,1,0
