"WorkerID","TrialName","AgeCategory","Hands","TrialOrder","NPlacements","LastPlace","FirstPlace","SuccessByOnline","Success","AvgAbsYOffset","FirstYOffset","AvgAbsXOffset","FirstXOffset","AvgTimeDiff","TookABreak","Age","MedianMotorErr","MedianMotorRT","Gender","IQ_BPVS","IQ_Ravens"
"OA18","Gap","adult","1h",7,2,38.273,24.924,TRUE,TRUE,42,43,0,0,13.349,FALSE,57,2.59264030340986,2.1175,NA,NA,NA
"OA18","GoalMove","adult","1h",6,8,145.069,22.037,TRUE,TRUE,95.5065262199718,82.007168839854,17.7968442463889,2.53630419092332,17.576,FALSE,57,2.59264030340986,2.1175,NA,NA,NA
"OA18","Remove","adult","1h",1,10,279.39,31.006,TRUE,FALSE,30.6110636471317,30.110636471317,13.7516595470698,4.51659547069755,27.5982222222222,FALSE,57,2.59264030340986,2.1175,NA,NA,NA
"OA19","Catapult","adult","1h",9,5,44.521,11.571,TRUE,TRUE,433.6,418,22.8,52,8.2375,FALSE,25,2.76511319496915,1.389,"Male",NA,NA
"OA19","FallAlt","adult","1h",1,10,111.514,12.916,TRUE,TRUE,45.0211453605702,47,3.45747740172401,0,10.9553333333333,FALSE,25,2.76511319496915,1.389,"Male",NA,NA
"OA19","Remove","adult","1h",11,2,37.221,11.024,TRUE,TRUE,6.3418973634698,12.6837947269396,38.6359689265732,53.2719378531463,26.197,FALSE,25,2.76511319496915,1.389,"Male",NA,NA
"OA19","TableCreative","adult","1h",13,21,233.564,9.334,FALSE,FALSE,66.2647603737083,171,13.4588147012935,0,11.2115,FALSE,25,2.76511319496915,1.389,"Male",NA,NA
"OA19","BalanceUnder","adult","1h",3,3,39.816,18.221,TRUE,TRUE,28.6666666666667,36,0,0,10.7975,FALSE,25,2.76511319496915,1.389,"Male",NA,NA
"OA19","Bridge","adult","1h",4,4,60.247,18.965,TRUE,TRUE,89.75,165,0.25,0,13.7606666666667,FALSE,25,2.76511319496915,1.389,"Male",NA,NA
"OA19","Gap","adult","1h",14,1,10.204,10.204,TRUE,TRUE,56,56,1,1,NA,FALSE,25,2.76511319496915,1.389,"Male",NA,NA
"OA19","GoalMove","adult","1h",12,19,237.248,14.021,FALSE,FALSE,64.8088658414609,104.470037947926,20.7949010590066,68.753785658037,12.4015,FALSE,25,2.76511319496915,1.389,"Male",NA,NA
"OA19","Unbox","adult","1h",5,14,143.293,12.699,FALSE,FALSE,75.0714285714286,0,0.642857142857143,9,10.0456923076923,FALSE,25,2.76511319496915,1.389,"Male",NA,NA
"OA19","Balance","adult","1h",7,22,231.703,6.65,FALSE,FALSE,132.166449177464,57,7.83475886264637,0,10.7168095238095,FALSE,25,2.76511319496915,1.389,"Male",NA,NA
"OA19","SeeSaw","adult","1h",15,4,44.874,13.615,TRUE,TRUE,45.75,45,0,0,10.4196666666667,FALSE,25,2.76511319496915,1.389,"Male",NA,NA
"OA19","Falling_A","adult","1h",0,2,40.439,14.003,TRUE,TRUE,52.5,66,0,0,26.436,FALSE,25,2.76511319496915,1.389,"Male",NA,NA
"OA19","Basic","adult","1h",6,4,56.939,21.518,TRUE,TRUE,38.573408693476,28.0925352602195,94.2427564128158,219.121775029712,11.807,FALSE,25,2.76511319496915,1.389,"Male",NA,NA
"OA19","Trap","adult","1h",2,5,84.406,15.625,TRUE,TRUE,41.1102189239845,54.3877094444421,4.96391428956674,12.6116427697257,17.19525,FALSE,25,2.76511319496915,1.389,"Male",NA,NA
"OA22","Gap","adult","1h",10,1,11.718,11.718,TRUE,TRUE,38,38,0,0,NA,FALSE,28,1.65380134826554,2.2755,"Female",NA,NA
"OA22","GoalMove","adult","1h",4,37,330.364,16.166,FALSE,FALSE,45.1781731015265,173.992148724558,32.4548754433092,66.6352910008944,8.72772222222222,FALSE,28,1.65380134826554,2.2755,"Female",NA,NA
"OA22","Basic","adult","1h",13,1,8.53,8.53,TRUE,TRUE,249.03869701695,249.03869701695,17.9232395580381,17.9232395580381,NA,FALSE,28,1.65380134826554,2.2755,"Female",NA,NA
"OA22","SeeSaw","adult","1h",0,11,148.306,42.353,TRUE,TRUE,81.2922097468064,95.1679917762756,42.349655153304,12.4132163186446,10.5953,FALSE,28,1.65380134826554,2.2755,"Female",NA,NA
"OA22","FallAlt","adult","1h",5,9,48.011,8.246,TRUE,TRUE,45.1111111111111,35,0,0,4.970625,FALSE,28,1.65380134826554,2.2755,"Female",NA,NA
"OA22","Catapult","adult","1h",14,2,17.001,8.8,TRUE,TRUE,204,135,11,22,8.201,FALSE,28,1.65380134826554,2.2755,"Female",NA,NA
"OA22","Falling_A","adult","1h",2,1,17.177,17.177,TRUE,TRUE,129,129,0,0,NA,FALSE,28,1.65380134826554,2.2755,"Female",NA,NA
"OA22","Unbox","adult","1h",12,5,40.264,10.409,TRUE,TRUE,70.1756770666054,6.8783853330271,7.66568221304549,32.3284110652275,7.46375,FALSE,28,1.65380134826554,2.2755,"Female",NA,NA
"OA22","Bridge","adult","1h",1,4,62.966,27.751,TRUE,TRUE,44.75,46,0.25,0,11.7383333333333,FALSE,28,1.65380134826554,2.2755,"Female",NA,NA
"OA22","Remove","adult","1h",7,1,10.286,10.286,TRUE,TRUE,46,46,28,28,NA,FALSE,28,1.65380134826554,2.2755,"Female",NA,NA
"OA22","BalanceUnder","adult","1h",15,2,16.59,11.624,TRUE,TRUE,39,6,17,34,4.966,FALSE,28,1.65380134826554,2.2755,"Female",NA,NA
"OA22","TableCreative","adult","1h",11,7,61.489,19.109,TRUE,TRUE,38.6337834699267,41,13.4920121690185,0,7.06333333333333,FALSE,28,1.65380134826554,2.2755,"Female",NA,NA
"OA22","Balance","adult","1h",9,15,103.569,12.607,TRUE,TRUE,75.1722327090417,37.9384231073943,10.9573480576892,50.0464304820947,6.49728571428571,FALSE,28,1.65380134826554,2.2755,"Female",NA,NA
"OA23","Basic","adult","1h",15,1,12.954,12.954,TRUE,TRUE,3.72204195785758,3.72204195785758,18.0587961659017,18.0587961659017,NA,FALSE,55,4.60137013822566,1.572,"Female",NA,NA
"OA23","Catapult","adult","1h",0,4,118.748,59.21,FALSE,FALSE,31.125,3.25,7.3125,29.25,19.846,FALSE,55,4.60137013822566,1.572,"Female",NA,NA
"OA23","Gap","adult","1h",12,3,41.646,13.185,TRUE,TRUE,25.5,0,2.25,6.75,14.2305,FALSE,55,4.60137013822566,1.572,"Female",NA,NA
"OA23","Bridge","adult","1h",1,8,127.998,10.845,FALSE,FALSE,39.5528656196302,45.75,1.48801332532773,0,16.7361428571429,FALSE,55,4.60137013822566,1.572,"Female",NA,NA
"OA23","Falling_A","adult","1h",11,3,33.358,11.313,TRUE,TRUE,97.9166666666667,175.75,51.0833333333333,153.25,11.0225,FALSE,55,4.60137013822566,1.572,"Female",NA,NA
"OA23","Trap","adult","1h",10,12,138.937,12.538,FALSE,FALSE,39.6493589479353,23.4625269707977,11.6256353217871,12.2898950799416,11.4908181818182,FALSE,55,4.60137013822566,1.572,"Female",NA,NA
"OA23","TableCreative","adult","1h",13,8,118.793,11.295,FALSE,FALSE,159.519948985015,55.75,21.6707151700723,0,15.3568571428571,FALSE,55,4.60137013822566,1.572,"Female",NA,NA
"OA23","FallAlt","adult","1h",2,5,84.101,15.357,TRUE,TRUE,23.3876765602115,1.93838280105757,7.1543947020852,35.771973510426,17.186,FALSE,55,4.60137013822566,1.572,"Female",NA,NA
"OA23","BalanceUnder","adult","1h",6,4,44.322,8.587,TRUE,TRUE,32,37.75,0,0,11.9116666666667,FALSE,55,4.60137013822566,1.572,"Female",NA,NA
"OA23","Unbox","adult","1h",14,5,58.437,11.571,TRUE,TRUE,159.15,63.75,0,0,11.7165,FALSE,55,4.60137013822566,1.572,"Female",NA,NA
"OA23","Balance","adult","1h",7,12,135.974,12.075,FALSE,FALSE,31.4728986813829,41.75,6.74213715586113,0,11.2635454545455,FALSE,55,4.60137013822566,1.572,"Female",NA,NA
"OA23","SeeSaw","adult","1h",9,10,117.427,8.506,FALSE,FALSE,87.5434907687007,47.7664554795019,5.26334064785841,1.93885981651115,12.1023333333333,FALSE,55,4.60137013822566,1.572,"Female",NA,NA
"OA23","Remove","adult","1h",8,9,154.537,11.324,FALSE,FALSE,41.5846570150974,23.9730369434766,21.8076497534095,5.14976349156165,17.901625,FALSE,55,4.60137013822566,1.572,"Female",NA,NA
"OA23","GoalMove","adult","1h",3,10,116.644,13.973,FALSE,FALSE,64.242884279645,26.0842817646783,85.4682096288352,5.60091939732357,11.4078888888889,FALSE,55,4.60137013822566,1.572,"Female",NA,NA
"OA25","Falling_A","adult","1h",0,1,13.432,13.432,TRUE,TRUE,136,136,0,0,NA,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA
"OA25","Catapult","adult","1h",12,1,28.271,28.271,TRUE,TRUE,342,342,0,0,NA,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA
"OA25","FallAlt","adult","1h",15,2,41.127,19.711,TRUE,TRUE,70.5,67,0,0,21.416,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA
"OA25","GoalMove","adult","1h",1,8,194.019,22.576,TRUE,TRUE,57.6664736415466,0,252.120084643879,61,24.4918571428571,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA
"OA25","SeeSaw","adult","1h",11,4,90.398,24.926,TRUE,TRUE,44,44,0,0,21.824,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA
"OA25","BalanceUnder","adult","1h",6,1,14.025,14.025,TRUE,TRUE,29,29,0,0,NA,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA
"OA25","Gap","adult","1h",4,2,36.857,24.625,TRUE,TRUE,110,121,0,0,12.232,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA
"OA25","Trap","adult","1h",5,1,46.742,46.742,TRUE,TRUE,57,57,0,0,NA,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA
"OA25","Bridge","adult","1h",14,1,20.576,20.576,TRUE,TRUE,62,62,0,0,NA,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA
"OA25","Remove","adult","1h",9,1,23.712,23.712,TRUE,TRUE,11,11,21,21,NA,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA
"OA25","TableCreative","adult","1h",3,5,99.507,19.988,TRUE,TRUE,81.9747782732195,320,23.0641965154537,0,19.87975,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA
"OA25","Unbox","adult","1h",2,1,11.281,11.281,TRUE,TRUE,87,87,3,3,NA,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA
"OA25","Basic","adult","1h",7,4,87.366,19.359,TRUE,TRUE,268.099859054504,88.1513408810794,77.6363859054604,208.18720931489,22.669,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA
"OA25","Balance","adult","1h",8,3,39.209,19.489,TRUE,TRUE,22.6666666666667,18,0,0,9.86,FALSE,60,1.95393526640256,1.8995,"Male",NA,NA
"OA27","Falling_A","adult","1h",4,8,111.071,13.294,FALSE,FALSE,197.660717010498,223.285717010498,3.51785683631912,0,13.9681428571429,FALSE,68,2.8382665971317,2.108,"Female",NA,NA
"OA27","BalanceUnder","adult","1h",8,2,30.977,15.865,TRUE,TRUE,29.5,25.714282989502,1.85714244842549,3.71428489685098,15.112,FALSE,68,2.8382665971317,2.108,"Female",NA,NA
"OA27","Gap","adult","1h",15,1,14.189,14.189,TRUE,TRUE,41.285717010498,41.285717010498,1.28571510314902,1.28571510314902,NA,FALSE,68,2.8382665971317,2.108,"Female",NA,NA
"OA27","GoalMove","adult","1h",1,9,119.569,13.169,FALSE,FALSE,59.4537157646871,32.2912588005425,3.22978996471946,0.878010565650214,13.3,FALSE,68,2.8382665971317,2.108,"Female",NA,NA
"OA27","FallAlt","adult","1h",7,6,92.628,15.075,TRUE,TRUE,63.8295629973092,31.4202370338241,12.86662762928,35.9864981024075,15.5106,FALSE,68,2.8382665971317,2.108,"Female",NA,NA
"OA27","Bridge","adult","1h",12,3,40.592,12.864,TRUE,TRUE,48.9047609965007,51.285717010498,0.238094965616995,0,13.864,FALSE,68,2.8382665971317,2.108,"Female",NA,NA
"OA27","Trap","adult","1h",14,2,32.912,17.207,TRUE,TRUE,39.785717010498,46.285717010498,0,0,15.705,FALSE,68,2.8382665971317,2.108,"Female",NA,NA
"OA27","Basic","adult","1h",6,2,30.758,14.19,TRUE,FALSE,18.3031512564249,15.4864893350439,8.40871119092782,9.46396524062575,16.568,FALSE,68,2.8382665971317,2.108,"Female",NA,NA
"OA27","Catapult","adult","1h",3,3,48.767,13.375,TRUE,TRUE,296.952383677165,247.285717010498,8.14285659790067,20.714284896851,17.696,FALSE,68,2.8382665971317,2.108,"Female",NA,NA
"OA27","TableCreative","adult","1h",5,8,122.397,9.58,TRUE,FALSE,143.789881393975,397.285717010498,13.7921621931888,5.6843418860808e-14,16.1167142857143,FALSE,68,2.8382665971317,2.108,"Female",NA,NA
"OA27","SeeSaw","adult","1h",11,10,116.874,10.675,FALSE,FALSE,95.7314553109093,32.285717010498,4.27349248956364,0,11.7998888888889,FALSE,68,2.8382665971317,2.108,"Female",NA,NA
"OA27","Unbox","adult","1h",9,1,9.488,9.488,TRUE,TRUE,369.285717010498,369.285717010498,6.71428489685093,6.71428489685093,NA,FALSE,68,2.8382665971317,2.108,"Female",NA,NA
"OA27","Remove","adult","1h",10,2,42.299,26.035,TRUE,TRUE,57.17164563413,26.0560535137843,6.20268563374024,10.8654783626855,16.264,FALSE,68,2.8382665971317,2.108,"Female",NA,NA
"OA28","Balance","adult","1h",9,9,68.541,7.129,TRUE,TRUE,95.5555555555556,42,0.666666666666667,0,7.6765,FALSE,42,3.46930379162508,1.053,NA,NA,NA
"OA28","Basic","adult","1h",13,3,33.916,15.939,TRUE,TRUE,47.4975941344595,30.7741160115463,19.178699804157,33.025880597757,8.9885,FALSE,42,3.46930379162508,1.053,NA,NA,NA
"OA28","Bridge","adult","1h",6,4,44.475,11.481,TRUE,TRUE,85,74,20.5,1,10.998,FALSE,42,3.46930379162508,1.053,NA,NA,NA
"OA28","Gap","adult","1h",0,1,45.505,45.505,TRUE,TRUE,37,37,0,0,NA,FALSE,42,3.46930379162508,1.053,NA,NA,NA
"OA28","Catapult","adult","1h",4,10,110.827,7.669,FALSE,FALSE,30.1,42,10.7,0,11.462,FALSE,42,3.46930379162508,1.053,NA,NA,NA
"OA28","FallAlt","adult","1h",5,1,11.035,11.035,TRUE,TRUE,58,58,0,0,NA,FALSE,42,3.46930379162508,1.053,NA,NA,NA
"OA28","Falling_A","adult","1h",14,3,29.109,12.008,TRUE,TRUE,74,47,6.33333333333333,19,8.5505,FALSE,42,3.46930379162508,1.053,NA,NA,NA
"OA28","GoalMove","adult","1h",1,11,175.673,17.893,FALSE,FALSE,24.7987092908581,3,53.5644270336907,78,15.778,FALSE,42,3.46930379162508,1.053,NA,NA,NA
"OA28","Remove","adult","1h",10,2,18.431,8.59,TRUE,TRUE,0,0,33.5,31,9.841,FALSE,42,3.46930379162508,1.053,NA,NA,NA
"OA28","SeeSaw","adult","1h",2,7,83.095,15.534,TRUE,TRUE,43.1428571428571,47,0.571428571428571,4,11.2601666666667,FALSE,42,3.46930379162508,1.053,NA,NA,NA
"OA28","Unbox","adult","1h",15,1,7.135,7.135,TRUE,TRUE,38,38,0,0,NA,FALSE,42,3.46930379162508,1.053,NA,NA,NA
"OA28","TableCreative","adult","1h",7,17,142.427,12.71,FALSE,FALSE,31.8474569745878,0,11.8511024715336,12,8.1073125,FALSE,42,3.46930379162508,1.053,NA,NA,NA
"OA28","Trap","adult","1h",8,5,57.152,15.282,TRUE,TRUE,34.2,32,13.4,0,10.4675,FALSE,42,3.46930379162508,1.053,NA,NA,NA
"OA31","Catapult","adult","1h",1,4,50.624,12.733,TRUE,TRUE,185.75,295,32.75,34,12.6303333333333,FALSE,44,7.21326420032245,1.314,"Female",NA,NA
"OA31","BalanceUnder","adult","1h",14,2,20.97,7.182,TRUE,TRUE,81.5,73,0,0,13.788,FALSE,44,7.21326420032245,1.314,"Female",NA,NA
"OA31","TableCreative","adult","1h",8,11,111.403,7.624,FALSE,FALSE,171.501064107669,379,41.1439663262948,0,10.3779,FALSE,44,7.21326420032245,1.314,"Female",NA,NA
"OA31","Falling_A","adult","1h",11,14,106.828,9.164,FALSE,FALSE,115.5,116,0.571428571428571,0,7.51261538461539,FALSE,44,7.21326420032245,1.314,"Female",NA,NA
"OA31","SeeSaw","adult","1h",15,13,109.705,8.221,FALSE,FALSE,109.230769230769,205,1.07692307692308,0,8.457,FALSE,44,7.21326420032245,1.314,"Female",NA,NA
"OA31","Gap","adult","1h",4,4,49.537,11.212,TRUE,TRUE,89.6964026871745,22,72.9838751378835,12,12.775,FALSE,44,7.21326420032245,1.314,"Female",NA,NA
"OA31","FallAlt","adult","1h",12,14,109.077,9.997,FALSE,TRUE,66.0274602330146,161.528542681434,21.0842898147353,44.0532389131184,7.62153846153846,FALSE,44,7.21326420032245,1.314,"Female",NA,NA
"OA31","Bridge","adult","1h",2,9,105.663,15.709,FALSE,FALSE,105.666666666667,292,1.66666666666667,0,11.24425,FALSE,44,7.21326420032245,1.314,"Female",NA,NA
"OA31","Balance","adult","1h",10,10,114.715,14.712,FALSE,FALSE,138.221736465816,76,9.25438239963657,0,11.1114444444444,FALSE,44,7.21326420032245,1.314,"Female",NA,NA
"OA31","Basic","adult","1h",3,2,58.914,40.381,TRUE,TRUE,98.5592729727532,22.065641559375,32.9825539871493,51.2238107628349,18.533,FALSE,44,7.21326420032245,1.314,"Female",NA,NA
"OA31","Trap","adult","1h",13,1,11.524,11.524,TRUE,TRUE,64,64,0,0,NA,FALSE,44,7.21326420032245,1.314,"Female",NA,NA
"OA31","Unbox","adult","1h",7,1,7.279,7.279,TRUE,TRUE,311,311,0,0,NA,FALSE,44,7.21326420032245,1.314,"Female",NA,NA
"OA31","GoalMove","adult","1h",0,8,123.197,14.865,FALSE,FALSE,61.2512384413504,95.0099075308035,26.5568632160491,3.45490572839285,15.476,FALSE,44,7.21326420032245,1.314,"Female",NA,NA
"OA31","Remove","adult","1h",9,14,118.374,15.705,FALSE,TRUE,94.1453763993396,78,21.2257760576887,61,7.89761538461538,FALSE,44,7.21326420032245,1.314,"Female",NA,NA
